ticker,shareHolder_OwnPercent,datime
VMA,"[{'Công ty Cổ Phần Ngoại Thương Kamaz': 0.3764}, {'Tập đoàn Công nghiệp Than - Khoáng sản Việt Nam': 0.3601}, {'Công ty Cổ phần Thương mại Quốc tế Tân Đại Tây Dương': 0.1446}, {'Trần Thiết Hùng': 0.0338}, {'Phạm Xuân Phi': 0.0049}, {'Nguyễn Văn Học': 0.0017}, {'Phùng Ngọc Chuân': 0.0007}, {'Nguyễn Thị Hồng Thịnh': 0.0006}, {'Đỗ Hải Hùng': 0.0006}, {'Khác': 0.0014}]",2312091715
VNB,"[{'Tập đoàn Vingroup - Công ty CP': 0.6533}, {'Tổng Công ty Đầu Tư Và Kinh Doanh Vốn Nhà Nước - Công ty TNHH': 0.0904}, {'Nguyễn Trọng Tuấn': 0.0001}, {'Khác': 0.0001}]",2312091715
VMD,"[{'Công ty Cổ Phần Dược Phẩm Vimedimex 2': 0.4534}, {'Tổng Công ty Dược Việt Nam - CTCP': 0.1023}, {'Lê Xuân Tùng': 0.0739}, {'Trần Kiên Cường': 0.0712}, {'Trần Thị Đoan Trang': 0.0523}, {'Trịnh Ngọc Duyên': 0.044}, {'Trần Văn Kỳ': 0.0323}, {'NGUYỄN NGỌC DUNG': 0.0245}, {'Hóa Văn Quang': 0.0237}, {'Khác': 0.045}]",2312091715
VNA,"[{'Tổng Công ty Hàng hải Việt Nam - CTCP': 0.51}, {'Công ty TNHH Chứng khoán Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam': 0.0647}, {'Nguyễn Quang Dũng': 0.0517}, {'Đoàn Văn Minh': 0.0068}, {'Cao Minh Tuấn': 0.0061}, {'Đoàn Bá Thước': 0.0055}, {'Lã Đức Trọng': 0.0019}, {'Đõ Văn Hội': 0.0016}, {'Phạm Khoa Vịnh': 0.0009}, {'Khác': 0.0033}]",2312091715
VMG,"[{'Lê Thị Thanh Tuyền': 0.24}, {'Nguyễn Thị Kim Thi': 0.1925}, {'Lê Hữu Chí': 0.1887}, {'Vũ Đại Bách': 0.0499}, {'Lê Quý Bình': 0.0253}, {'Cao Thị Như Thủy': 0.0195}, {'Đặng Ngọc Chi': 0.0104}, {'Nguyễn Thanh Tùng': 0.0098}, {'Nguyễn Xuân Vinh': 0.0039}, {'Khác': 0.0031}]",2312091715
VMC,"[{'Tổng Công ty Cổ phần Xuất nhập khẩu và Xây dựng Việt Nam': 0.5141}, {'Vương Xuân Bền': 0.0064}, {'Hồ Công Tâm': 0.0038}, {'Nguyễn Học Trình': 0.0035}, {'Đỗ Mạnh Hùng': 0.0034}, {'Nguyễn Quốc Hòa': 0.003}, {'Phạm Văn Vũ': 0.0029}, {'Đặng Ngọc Ba': 0.0029}, {'Trần Tuấn Anh': 0.0028}, {'Khác': 0.0076}]",2312091715
VMS,"[{'Tổng Công ty Hàng hải Việt Nam - CTCP': 0.51}, {'Công ty Cổ phần Cung ứng và Dịch vụ Kỹ thuật Hàng Hải': 0.0912}, {'Đào Hồng Chương': 0.0445}, {'Nguyễn Cao Thắng': 0.0125}, {'Vũ Trường Giang': 0.0054}, {'Đặng Thúy Định': 0.005}, {'Nguyễn Chí Kiên': 0.0045}, {'Nguyễn Hà Thanh': 0.0038}, {'Đậu Công Lưu': 0.0038}, {'Khác': 0.0043}]",2312091715
VMT,"[{'Công ty Cổ phần Vinafreight': 0.2789}, {'Công ty Cổ phần Logistics Vinalink': 0.2789}, {'Công ty Cổ phần Transimex': 0.2249}, {'Công ty Cổ phần Giao nhận Kho vận Ngoại thương Việt Nam': 0.0968}, {'Nguyễn Bích Lân': 0.0063}, {'Đặng Thị Lành': 0.0051}, {'Hồ Văn Tú': 0.0025}, {'NGUYỄN HỒNG KIM CHI': 0.0001}, {'Khác': 0.0}]",2312091715
VNC,"[{'Tổng Công ty Đầu Tư Và Kinh Doanh Vốn Nhà Nước - Công ty TNHH': 0.3}, {'Công ty TNHH Daho Đầu tư': 0.1867}, {'Công ty Cổ phần Chứng khoán Asean': 0.1195}, {'Bùi Duy Chinh': 0.0403}, {'Lưu Ngọc Hiền': 0.0041}, {'Nguyễn Quang Minh': 0.0029}, {'Mai Tiến Dũng': 0.0022}, {'Vũ Ngọc Khoa': 0.0021}, {'Trần Đăng Thành': 0.0016}, {'Khác': 0.0417}]",2312091715
VND,"[{'Công ty Cổ phần Tập đoàn Đầu tư I.P.A': 0.2584}, {'PHẠM MINH HƯƠNG': 0.0295}, {'Đậu Thúy Hà': 0.0008}, {'Nguyễn Tống Sơn': 0.0005}, {'Trần Vũ Thạch': 0.0005}, {'Nguyễn Thị Hà Ninh': 0.0001}, {'Khác': 0.1858}]",2312091715
VNE,"[{'La Mỹ Phượng': 0.1163}, {'Erikoissijoitusrahasto Elite (Mutual Fund Elite (Non-ucits))': 0.0873}, {'Trần Quang Cần': 0.0525}, {'Vũ Đình Cương': 0.0495}, {'Trần Huyền Linh': 0.0474}, {'Phạm Đỗ Minh Triết': 0.0457}, {'Nguyễn Anh Tuấn': 0.0244}, {'Đoàn Đức Hồng': 0.0158}, {'Phạm Đỗ Tường Vy': 0.0158}, {'Khác': 0.1591}]",2312091715
VNH,"[{'Nguyễn Đình Điệp': 0.1803}, {'Nguyễn Đức Phong': 0.0818}, {'Bùi Thị Kim Cúc': 0.0496}, {'Phạm Hùng Ước': 0.0471}, {'Nguyễn Thị Bích Liên': 0.0423}, {'Nguyễn Văn Nhựt': 0.0065}, {'Nguyễn Thị Diệu Hương': 0.0028}, {'Nguyễn Hữu Hậu': 0.0018}, {'Lê Tấn Trung': 0.0015}, {'Khác': 0.005}]",2312091715
VNL,"[{'Công ty Cổ phần Giao nhận Vận tải Ngoại Thương': 0.0536}, {'Công ty Cổ phần Đầu tư Toàn Việt': 0.0508}, {'Nguyễn Bích Ngọc': 0.0413}, {'Vũ Thế Đức': 0.0343}, {'Bùi Ngọc Loan': 0.0151}, {'Trương Minh Long': 0.0112}, {'Nguyễn Nam Tiến': 0.0108}, {'Trang Anh Xuân': 0.009}, {'Trần Thị Hồng': 0.0079}, {'Khác': 0.0758}]",2312091715
VNG,"[{'Công ty Cổ phần Đầu tư Thành Thành Công': 0.3036}, {'CÔNG TY CỔ PHẦN GIAO DỊCH HÀNG HÓA SƠN TÍN': 0.2172}, {'Công ty Cổ phần Khu Công Nghiệp Thành Thành Công': 0.1834}, {'Tạ Thị Phương Trang': 0.0708}, {'Huỳnh Văn Thành': 0.0499}, {'Nguyễn Trí Tân': 0.0488}, {'Vũ Quốc Vương': 0.0442}, {'Huỳnh Minh Hiếu': 0.0278}, {'Đặng Văn Thành': 0.0193}, {'Khác': 0.1319}]",2312091715
VNF,"[{'Công ty Cổ phần Transimex': 0.5708}, {'Công ty Cổ Phần Quản Lý Và Phát Triển Bất Động Sản Conasi': 0.1312}, {'Công ty Cổ phần Giao nhận Kho vận Ngoại thương Việt Nam': 0.1087}, {'Nguyễn Bích Lân': 0.0144}, {'Nguyễn Bích Lân': 0.0093}, {'Phạm Minh Hoàng': 0.0028}, {'Lê Thị Thu Hà': 0.0025}, {'Bùi Minh Tuấn': 0.0021}, {'Trương Minh Long': 0.0018}, {'Khác': 0.0936}]",2312091715
VNI,"[{'Trần Minh Hoàng': 0.1821}, {'Hồ Đắc Hưng': 0.1698}, {'Trần Bình Long': 0.1206}, {'Nguyễn Thị Như Mai': 0.0701}, {'Hứa Huệ Tuyết': 0.0513}, {'Nguyễn Minh Thái': 0.0171}, {'Đinh Thị Kim Huế': 0.0166}, {'Lê Thị Hoa': 0.016}, {'VŨ NGỌC TUẤN': 0.0122}, {'Khác': 0.0201}]",2312091715
VNM,"[{'Tổng Công ty Đầu Tư Và Kinh Doanh Vốn Nhà Nước - Công ty TNHH': 0.36}, {'F&N Dairy Investments Private Limited': 0.1769}, {'Platinum Victory Private Limited': 0.1062}, {'Mai Kiều Liên': 0.0031}, {'Nguyễn Thị Thanh Hòa': 0.0005}, {'Trần Minh Văn': 0.0004}, {'Mai Hoài Anh': 0.0002}, {'Lê Thành Liêm': 0.0002}, {'Nguyễn Thị Như Hằng': 0.0002}, {'Khác': 0.1953}]",2312091715
VNR,"[{'Tổng Công ty Đầu Tư Và Kinh Doanh Vốn Nhà Nước - Công ty TNHH': 0.4036}, {'Swiss Reinsurance Company': 0.25}, {'Tập đoàn Bảo Việt': 0.0918}, {'Quỹ Đầu Tư Giá Trị Bảo Việt': 0.0801}, {'Tổng Công ty Cổ phần Bảo Minh': 0.0643}, {'Phạm Công Tứ': 0.0021}, {'Trịnh Quang Tuyến': 0.002}, {'LƯU THỊ VIỆT HOA': 0.0013}, {'Lê Hoài Nam': 0.0008}, {'Khác': 0.0413}]",2312091715
VNP,"[{'Tổng Công ty Đầu Tư Và Kinh Doanh Vốn Nhà Nước - Công ty TNHH': 0.6585}, {'Trần Anh Hảo': 0.0003}, {'VŨ THỊ MINH THỤC': 0.0002}, {'Khác': 0.0094}]",2312091715
VNX,"[{'Nguyễn Khắc Luận': 0.135}, {'PHẠM QUỲNH GIANG': 0.1232}, {'Đinh Văn Khải': 0.12}, {'Nguyễn Thị Hằng': 0.077}, {'Đỗ Thị Hoài': 0.0506}, {'Trịnh Xuân Tuấn': 0.0418}, {'Nguyễn Thu Hồng': 0.0139}, {'Phạm Đăng Khánh': 0.0075}, {'Nguyễn Thị Bích Hồng': 0.0074}, {'Khác': 0.014}]",2312091715
VNY,"[{'Công ty TNHH MTV Quản Lý Quỹ Ngân Hàng Thương Mại Cổ phần Công Thương Việt Nam': 0.2807}, {'Chu Văn Chung': 0.1231}, {'Lê Chí Cường': 0.0702}, {'Thân Hoài Nhân': 0.0507}, {'Nguyễn Thị Hương': 0.047}, {'Lê Anh Tuấn': 0.0249}, {'Lê Hải Đoàn': 0.0211}, {'Lê Đức Liên': 0.0176}, {'Hồ Thị Phương': 0.012}, {'Khác': 0.0487}]",2312091715
VNS,"[{'Đặng Phước Thành': 0.2492}, {'Tael Two Partners Ltd': 0.183}, {'TAEL Two Partners Ltd.': 0.183}, {'Công ty TNHH Tư vấn Kim Ngưu': 0.1267}, {'Ngô Thị Thúy Vân': 0.1191}, {'Tổng Công ty Thương Mại Sài Gòn - TNHH MTV ': 0.0791}, {'Nguyễn Ngọc Phi': 0.05}, {'Đặng Thành Duy': 0.0499}, {'Nguyễn Kim Phượng': 0.0481}, {'Khác': 0.1418}]",2312091715
VNT,"[{'Công ty Cổ phần Vinafreight': 0.2487}, {'Công ty Cổ phần Transimex': 0.186}, {'Công ty Cổ Phần Vnt Holdings': 0.1664}, {'Lionas Fund Co., Ltd.': 0.1026}, {'Công ty Cổ phần Giao nhận Kho vận Ngoại thương Việt Nam': 0.0756}, {'Nguyễn Ngọc Tú': 0.0496}, {'Bùi Ngọc Loan': 0.0152}, {'Nguyễn Xuân Giang': 0.0146}, {'Dương Minh Châu': 0.0063}, {'Khác': 0.0398}]",2312091715
VOS,"[{'Tổng Công ty Hàng hải Việt Nam - CTCP': 0.51}, {'Nguyễn Trung Kiên': 0.01}, {'Nguyễn Bá Trường': 0.0028}, {'Nguyễn Thị Thu Hà': 0.0007}, {'Nguyễn Hoàng Dũng': 0.0005}, {'Cao Minh Tuấn': 0.0005}, {'Lê Thị Thanh Hưng': 0.0004}, {'Vũ Hữu Chinh': 0.0004}, {'Bùi Việt Hoài': 0.0003}, {'Khác': 0.1653}]",2312091715
VPA,"[{'Công ty Cổ phần Vận tải Xăng dầu VIPCO': 0.451}, {'Tổng Công ty Hóa dầu Petrolimex - Công ty Cổ phần': 0.4378}, {'Nguyễn Chiến Thắng': 0.0004}, {'Đặng Minh Thao': 0.0003}, {'Nguyễn Quang Minh': 0.0002}, {'Nguyễn Đạo Thịnh': 0.0002}, {'Ngô Đức Giang': 0.0002}, {'Vũ Thị Mai': 0.0002}, {'ĐỖ MINH HỒNG': 0.0002}, {'Khác': 0.0009}]",2312091715
VNZ,"[{'Vng Limited': 0.49}, {'Công ty Cổ Phần Công Nghệ Bigv': 0.2126}, {'LÊ HỒNG MINH': 0.0885}, {'Vương Quang Khải': 0.0499}, {'Nguyễn Lê Thành': 0.0039}, {'Trương Thị Thanh': 0.0021}, {'LE THI NGOC DIEP': 0.0006}, {'Khác': 0.0001}]",2312091715
VOC,"[{'Công ty Cổ phần Tập đoàn KIDO': 0.8729}, {'Công ty Cổ phần Chứng khoán Rồng Việt': 0.0514}, {'Nguyễn Hùng Cường': 0.0003}, {'Khác': 0.0435}]",2312091715
VPB,"[{'Composite Capital Master Fund LP.': 0.05}, {'NGÔ CHÍ DŨNG': 0.0487}, {'Hoàng Anh Minh': 0.0485}, {'Vũ Thị Quyên': 0.0483}, {'Kim Ngọc Cẩm Ly': 0.0425}, {'Lý Thị Thu Hà': 0.0418}, {'Trần Ngọc Lan': 0.0406}, {'Lê Việt Anh': 0.0377}, {'Nguyễn Phương Hoa': 0.0376}, {'Khác': 0.1972}]",2312091715
VPI,"[{'Tô Như Toàn': 0.25}, {'Công ty Cổ Phần Đầu Tư Thg Holdings': 0.2344}, {'Tô Như Thắng': 0.0706}, {'Nguyễn Ngọc Trung': 0.0494}, {'Đào Thị Hồng Hạnh': 0.025}, {'Lê Châu Giang': 0.025}, {'Nguyễn Thị Lan': 0.005}, {'Ngô Khắc Nghĩa': 0.0015}, {'Đinh Quốc Hà': 0.0009}, {'Khác': 0.0025}]",2312091715
VPD,"[{'Tổng Công ty Phát điện 1': 0.3665}, {'Tepco Renewable Power Singapore Pte.ltd': 0.2496}, {'Công ty Cổ phần Nhiệt điện Phả Lại': 0.1061}, {'Trần Thị Thu Thủy': 0.0094}, {'Nguyễn Thanh Tùng': 0.0059}, {'Nguyễn Loãn': 0.0031}, {'Nguyễn Tiến Khoa': 0.0016}, {'Nguyễn Thị Tuyết': 0.0006}, {'Đỗ Đức Hùng': 0.0002}, {'Khác': 0.033}]",2312091715
VPC,"[{'Công ty TNHH Cavico Việt Nam': 0.0692}, {'Công ty Tài Chính TNHH MTV Bưu Điện': 0.0584}, {'Huỳnh Thị Huyền': 0.0331}, {'Nguyễn Văn Anh': 0.03}, {'Trần Quốc Bảo': 0.0065}, {'Lê Đức Thọ': 0.0048}, {'Dương Văn Sơn': 0.0014}, {'Dương Văn Sơn': 0.0014}, {'Lại Thế Vĩnh': 0.0002}, {'Khác': 0.0002}]",2312091715
VPR,"[{'Công ty TNHH Đầu Tư Và Thương Mại Thiên Hải': 0.4174}, {'Công ty Cổ Phần Đầu Tư New Asia': 0.1581}, {'Bùi Minh Tuấn': 0.0708}, {'Công ty Cổ Phần Đầu Tư Vi Na': 0.0653}, {'Võ Hoàng Giang': 0.0328}, {'Kha Lương Lợi': 0.0123}, {'Lê Duy Hiệp': 0.0094}, {'Lê Duy Hiệp': 0.0094}, {'Trương Nguyễn Thiên Kim': 0.0011}, {'Khác': 0.0417}]",2312091715
VPS,"[{'Tập đoàn Hóa chất Việt Nam': 0.51}, {'Nguyễn Đức Thuấn': 0.2023}, {'Lâm Thị Mai': 0.0843}, {'NGUYỄN THÂN': 0.0016}, {'Trần Thị Mộng Thu': 0.0005}, {'Nguyễn Xuân Khánh': 0.0003}, {'Nguyễn Thị Thu Hoài': 0.0002}, {'Nguyễn Xuân Đà': 0.0002}, {'Thái Nguyên Luật': 0.0001}, {'Khác': 0.0182}]",2312091715
VPG,"[{'Nguyễn Văn Bình': 0.2579}, {'Nguyễn Văn Dũng': 0.0472}, {'Lê Thị Thanh Lệ': 0.0453}, {'Nguyễn Văn Đức': 0.0337}, {'Mai Quang Hợp': 0.01}, {'Trần Thị Hường': 0.005}, {'Ngô Thị Minh Lụa': 0.0029}, {'Lê Đình Điều': 0.0013}, {'Nguyễn Thị Giáng Hương': 0.0005}, {'Khác': 0.0005}]",2312091715
VPH,"[{'VÕ ANH TUẤN': 0.1101}, {'Võ Nguyễn Như Nguyện': 0.082}, {'Võ Phan Hồng Ngọc (Võ Gwenyth Ngọ': 0.0816}, {'Võ Phan Khôi Nguyên': 0.0816}, {'Phan Tiết Hồng Minh': 0.0694}, {'Trần Thị Minh Duyên': 0.0485}, {'Nguyễn Kim Thanh': 0.0333}, {'Lý Chí Nguyễn': 0.03}, {'Quách Thị Tú Anh': 0.0221}, {'Khác': 0.1276}]",2312091715
VRC,"[{'Phan Văn Tướng': 0.1865}, {'Từ Như Quỳnh': 0.1253}, {'Lê Hồng Đức': 0.0286}, {'Trần Hữu Duyên': 0.0175}, {'Đinh Mạnh Hồng': 0.0087}, {'Nguyễn Văn Lam': 0.007}, {'Đinh Thị Hiền': 0.0052}, {'Ngô Thế Quang': 0.0034}, {'Lưu Ngọc Thanh': 0.0024}, {'Khác': 0.0009}]",2312091715
VSE,"[{'Tập đoàn Xăng dầu Việt Nam': 0.2238}, {'Công ty Cổ phần Đầu tư Thùy Dương': 0.2238}, {'Tổng Công ty Đầu tư Phát triển Đường cao tốc Việt Nam - Công ty TNHH MTV': 0.2238}, {'Công ty Cổ phần Blue Point': 0.1119}, {'Lê Nguyễn Thùy Giang': 0.0738}, {'Nguyễn Văn Nhi': 0.0042}, {'Phạm Thái Long': 0.0013}, {'Bùi Thái Hòa': 0.0011}, {'Vũ Thị Bích Hạnh': 0.0006}, {'Khác': 0.0008}]",2312091715
VPW,"[{'Ủy ban Nhân dân Tỉnh Vĩnh Phúc': 0.9675}, {'Trần Quang Ngọc': 0.0058}, {'Lê Thị Kim Thanh': 0.0038}, {'Nguyễn Văn Khánh': 0.0018}, {'Bùi Thị Thúy Ngọc': 0.0008}, {'Trần Duy Thập': 0.0008}, {'Đỗ Thanh Hải': 0.0008}, {'Nguyễn Huy Hùng': 0.0007}, {'Ninh Duy Giang': 0.0005}, {'Khác': 0.0009}]",2312091715
VQC,"[{'Tập đoàn Công nghiệp Than - Khoáng sản Việt Nam': 0.51}, {'Đoàn Hữu Ngạn': 0.0034}, {'Đặng Bá Sơn': 0.0031}, {'Trần Minh Nghĩa': 0.0031}, {'Nguyễn Ngọc Sơn': 0.0031}, {'Phạm Thị Hồng Hạnh': 0.0029}, {'Ngô Xuân Quy': 0.0029}, {'Bùi Văn Mạnh': 0.0028}, {'Phan Thị Hương': 0.0027}, {'Khác': 0.0189}]",2312091715
FPT,"[{'Trương Gia Bình': 0.0699}, {'Tổng Công ty Đầu Tư Và Kinh Doanh Vốn Nhà Nước - Công ty TNHH': 0.0579}, {'Bùi Quang Ngọc': 0.0164}, {'Trương Thị Thanh Thanh': 0.015}, {'Hoàng Minh Châu': 0.0141}, {'Phan Ngô Tống Hưng': 0.0134}, {'Đỗ Cao Bảo': 0.0095}, {'Nguyễn Thành Nam': 0.0094}, {'Lê Quang Tiến': 0.0063}, {'Khác': 0.2587}]",2312091722
FOX,"[{'Tổng Công ty Đầu Tư Và Kinh Doanh Vốn Nhà Nước - Công ty TNHH': 0.5017}, {'Công ty Cổ phần FPT': 0.4566}, {'Nguyễn Văn Khoa': 0.0012}, {'Nguyễn Hoàng Linh': 0.0006}, {'Hoàng Trung Kiên': 0.0005}, {'Chu Hùng Thắng': 0.0004}, {'Vũ Thị Mai Hương': 0.0003}, {'Vũ Anh Tú': 0.0002}, {'Chu Thị Thanh Hà': 0.0002}, {'Khác': 0.0111}]",2312091722
FRT,"[{'Công ty Cổ phần FPT': 0.4653}, {'Ctbc Vietnam Equity Fund': 0.0512}, {'Nguyễn Bạch Điệp': 0.005}, {'Trịnh Hoa Giang': 0.003}, {'Nguyễn Việt Anh': 0.0018}, {'Khác': 0.141}]",2312091722
FSO,"[{'Tổng Công ty Thủy sản Việt Nam - Công ty Cổ phần': 0.6237}, {'Lương Thị Thanh Nhã': 0.0361}, {'Nguyễn Đức Lâm': 0.0293}, {'ĐẶNG QUANG HOÀN': 0.0174}, {'Phạm Văn Duẩn': 0.0106}, {'Trần Công Toại': 0.007}, {'Lương Thế Long': 0.0064}, {'Vũ Văn Khuyến': 0.0045}, {'Phạm Thanh Yến': 0.0044}, {'Khác': 0.0035}]",2312091722
FRM,"[{'Tổng Công ty Nông Nghiệp Sài Gòn –tnhh MTV': 0.2621}, {'Công ty Cổ phần Nông nghiệp TLK': 0.2265}, {'Nguyễn Thị Hoa': 0.0453}, {'Nguyễn Thị Mai Lan': 0.0411}, {'Trần Minh Thuyết': 0.0006}, {'Nguyễn Bá Thọ': 0.0002}, {'Lưu Thị Thanh Tâm': 0.0002}, {'Đỗ Thị Thanh Hương': 0.0001}]",2312091722
FTI,"[{'Tổng Công ty Công nghiệp Sài Gòn - TNHH MTV': 0.8726}, {'Nguyễn Thị Kim Thanh': 0.0014}]",2312091722
FRC,"[{'Đông Thị Thắm': 0.6506}, {'Đông Thị Thắm': 0.6505}, {'Tổng Công ty Vận tải Thủy - Công ty Cổ phần': 0.1897}, {'Nguyễn Văn Mạnh': 0.0458}, {'Nguyễn Thị Liễu': 0.0023}, {'Trịnh Tuấn Nguyên Khương': 0.002}, {'QUẢNG THANH BÌNH': 0.0017}, {'Võ Thị Phương Thảo': 0.0007}]",2312091722
FTM,"[{'LÊ MẠNH THƯỜNG': 0.102}, {'Nguyễn An Toàn': 0.0004}, {'Đỗ Thị Bích Vân': 0.0003}, {'Nguyễn Thị Lưu': 0.0002}]",2312091722
FT1,"[{'Tổng Công ty Máy động lực và Máy nông nghiệp Việt Nam - CTCP': 0.55}, {'Nguyễn Đức Hiển': 0.0274}, {'Lê Văn Hùng': 0.0081}, {'Nguyễn Văn Thùy': 0.0042}, {'Phạm Văn Khay': 0.0019}, {'Vũ Từ Công': 0.0014}, {'Lê Thị Minh Thư': 0.0009}, {'Trần Đức Hưng': 0.0009}, {'Nguyễn Đức Giang': 0.0009}, {'Khác': 0.0022}]",2312091722
FTS,"[{'SBI Financial Services Company Limited': 0.2444}, {'Công ty Cổ phần FPT': 0.179}, {'Phạm Thanh Hào': 0.0487}, {'Nguyễn Thị Thúy': 0.0305}, {'Nguyễn Điệp Tùng': 0.0232}, {'Nguyễn Văn Trung': 0.0141}, {'Ngô Thị Thanh Nga': 0.0034}, {'ĐỖ SƠN GIANG': 0.0024}, {'Nguyễn Thị Thu Hương': 0.0015}, {'Khác': 0.0193}]",2312091722
G36,"[{'Bộ Quốc Phòng': 0.1838}, {'NGUYỄN ĐĂNG GIÁP': 0.1724}, {'Công ty Cổ Phần Xây Lắp Và Thương Mại Trường Lộc': 0.0503}, {'Nguyễn Đăng Trung': 0.0332}, {'Nguyễn Văn Hiền': 0.0273}, {'Nguyễn Đăng Hùng': 0.0158}, {'Nguyễn Đăng Hiếu': 0.0128}, {'Vũ Xuân Sắc': 0.0029}, {'Nguyễn Thanh Tuấn': 0.0014}, {'Khác': 0.0507}]",2312091722
GCB,"[{'Nguyễn Hoàng Anh': 0.3154}, {'Nguyễn Hoàng Nam': 0.0479}, {'Huỳnh Đức Trường': 0.0051}, {'NGUYỄN THỊ BÍCH TRÂM': 0.0031}, {'Nguyễn Văn Phàn': 0.0003}, {'Nguyễn Thanh Hải': 0.0002}]",2312091722
G20,"[{'Công ty Cổ phần Tập đoàn G.Home': 0.25}, {'Trần Thị Kiều Nga': 0.185}, {'Nguyễn Quang Dũng': 0.0742}, {'Nguyễn Sinh Quyền': 0.0229}, {'Nguyễn Thị Hương Huyền': 0.0144}, {'Hoàng Xuân Viện': 0.0136}, {'Nguyễn Anh Trung': 0.0136}, {'Nguyễn Văn Hồng': 0.0095}, {'Nguyễn Hách': 0.0083}, {'Khác': 0.007}]",2312091722
GAB,"[{'Trịnh Văn Quyết': 0.5109}, {'Trần Thế Anh': 0.0493}, {'Trần Thế Anh': 0.0493}, {'Nguyễn Công Nam': 0.025}, {'Trần Thị Thúy': 0.0243}, {'Lê Thị Rinh': 0.0018}, {'Nguyễn Đăng Vinh': 0.0011}, {'Nguyễn Thị Thu Hương': 0.0007}, {'Nguyễn Văn Đạt': 0.0003}, {'Khác': 0.1511}]",2312091722
GAS,"[{'Tập đoàn Dầu khí Việt Nam': 0.9576}, {'Khác': 0.0003}]",2312091722
GCF,"[{'Nguyễn Văn Thứ': 0.4}, {'Công ty Cổ phần Quản lý quỹ đầu tư chứng khoán Bản Việt': 0.1923}, {'Bùi Thị Mai Hiên': 0.0246}, {'Nguyễn Thị Thanh Tâm': 0.0162}, {'Nguyễn Diệp Pháp': 0.0012}, {'Lê Hoành Sử': 0.0008}, {'Nguyễn Thị Châu': 0.0008}, {'NGUYỄN THỊ TRƯỜNG SAN': 0.0002}]",2312091722
GDA,"[{'Nguyễn Thanh Trung': 0.326}, {'Lê Thị Phương Loan': 0.1073}, {'Công ty TNHH JFE Shoji Việt Nam': 0.0744}, {'Nguyễn Thị Ngọc Quỳnh': 0.0657}, {'Vũ Minh Tân': 0.0216}, {'Nguyễn Thanh Quỳnh An': 0.0146}, {'Nguyễn Thanh Vĩnh Nhật': 0.0112}, {'Phạm Quốc Thắng': 0.011}, {'Hồ Song Ngọc': 0.0103}, {'Khác': 0.0166}]",2312091722
GDT,"[{'Hà Thị Huệ': 0.272}, {'Nguyễn Hà Ngọc Diệp': 0.0597}, {'Vũ Tuyết Phương': 0.0409}, {'Lê Như Vũ': 0.0353}, {'LÊ HỒNG THẮNG': 0.0268}, {'Lê Hải Liễu': 0.0177}, {'Lê Phước Lành': 0.0175}, {'Lê Tấn Lợi': 0.0074}, {'Huỳnh Thị Thanh': 0.0073}, {'Khác': 0.3156}]",2312091722
GEX,"[{'NGUYỄN VĂN TUẤN': 0.2376}, {'Đào Thị Lơ': 0.0307}, {'Nguyễn Hoa Cương': 0.0131}, {'Nguyễn Trọng Tiếu': 0.0022}, {'Võ Anh Linh': 0.002}, {'Nguyễn Trọng Hiền': 0.002}, {'Võ Anh Linh': 0.002}, {'Nguyễn Thị Bích Ngọc': 0.0016}, {'Nguyễn Bích Hà': 0.0012}, {'Khác': 0.4332}]",2312091722
GEE,"[{'Công ty Cổ phần Tập đoàn Gelex': 0.8}, {'Công ty Cổ phần Cơ điện Trần Phú': 0.0733}, {'Công ty Cổ phần Máy tính - Truyền thông - Điều khiển 3C': 0.055}]",2312091722
GDW,"[{'Tổng Công ty Cấp nước Sài Gòn - TNHH MTV': 0.5121}, {'Công ty TNHH Nước Sạch Ree': 0.2005}, {'Ngân Hàng Thương Mại Cổ phần Đông Á': 0.1}, {'America Limited Liability Company': 0.0523}, {'Huỳnh Thị Bích Phương': 0.0003}, {'Nguyễn An': 0.0002}, {'Khác': 0.0073}]",2312091722
GEG,"[{'AVH PTE. LTD.': 0.351}, {'Công ty Cổ phần Đầu tư Thành Thành Công': 0.1679}, {'Công ty Cổ phần Thành Thành Công - Biên Hòa': 0.1099}, {'Công Ty Cổ Phần Xuất Nhập Khẩu Bến Tre': 0.0633}, {'Công ty Cổ phần Hàng tiêu dùng Biên Hòa': 0.0528}, {'Huỳnh Bích Ngọc': 0.0036}, {'Phạm Ngọc Thanh Mai': 0.0035}, {'Đặng Huỳnh Ức My': 0.0027}, {'Nguyễn Thái Hà': 0.0021}, {'Khác': 0.1139}]",2312091722
GER,"[{'Tập đoàn Công nghiệp Cao su Việt Nam - Công ty Cổ phần': 0.6438}, {'Công ty Cổ phần Cao su Phước Hòa': 0.2682}, {'Trần Đình Mai': 0.017}, {'Nguyễn Văn Trạng': 0.0028}, {'Hoàng Anh Tuấn': 0.001}, {'Trần Đại Nghĩa': 0.0009}, {'Nguyễn Văn Y': 0.0009}, {'Võ Trần Thúy Tâm': 0.0006}, {'Lê Thị Minh Thư': 0.0005}, {'Khác': 0.0005}]",2312091722
